Symbiont accepted name;Host accepted name;Ocean origin;Region origin;Country origin
Symbiodinium sp.;Fungia echinata;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia echinata;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia echinata;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia echinata;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia echinata;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia echinata;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia echinata;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia echinata;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia echinata;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia echinata;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia echinata;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia fungites;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia fungites;Indian;Western Indian;Tanzania
Symbiodinium sp.;Fungia fungites;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia fungites;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia fungites;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia fungites;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia fungites;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia fungites;Indian;Western Indian;Tanzania
Symbiodinium sp.;Fungia fungites;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia fungites;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia fungites;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia fungites;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia fungites;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia fungites;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia fungites;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia granulosa;Indian;Western Indian;Tanzania
Symbiodinium sp.;Fungia granulosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia granulosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia granulosa;Indian;Western Indian;Tanzania
Symbiodinium sp.;Fungia granulosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia granulosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia paumotensis;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia paumotensis;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia paumotensis;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia paumotensis;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia paumotensis;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia paumotensis;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia repanda;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia repanda;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia repanda;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia repanda;Pacific;Phuket;Thailand
Symbiodinium sp.;Fungia sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Fungia sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Fungia sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Fungia sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Galaxea astreata;Pacific;Phuket;Thailand
Symbiodinium sp.;Galaxea astreata;Pacific;Phuket;Thailand
Symbiodinium sp.;Galaxea astreata;Indian;Western Indian;Tanzania
Symbiodinium sp.;Galaxea astreata;Pacific;Phuket;Thailand
Symbiodinium sp.;Galaxea astreata;Indian;Western Indian;Tanzania
Symbiodinium sp.;Galaxea astreata;Pacific;Phuket;Thailand
Symbiodinium sp.;Galaxea astreata;Pacific;Phuket;Thailand
Symbiodinium sp.;Galaxea astreata;Pacific;Phuket;Thailand
Symbiodinium sp.;Galaxea fascicularis;Indian;Western Indian;Tanzania
Symbiodinium sp.;Galaxea fascicularis;Indian;Western Indian;Tanzania
Symbiodinium sp.;Galaxea fascicularis;Pacific;Phuket;Thailand
Symbiodinium sp.;Galaxea fascicularis;Pacific;Phuket;Thailand
Symbiodinium sp.;Galaxea fascicularis;Pacific;Phuket;Thailand
Symbiodinium sp.;Galaxea fascicularis;Pacific;Phuket;Thailand
Symbiodinium sp.;Galaxea fascicularis;Pacific;Phuket;Thailand
Symbiodinium sp.;Galaxea fascicularis;Pacific;Phuket;Thailand
Symbiodinium sp.;Galaxea fascicularis;Indian;Western Indian;Tanzania
Symbiodinium sp.;Galaxea fascicularis;Indian;Western Indian;Tanzania
Symbiodinium sp.;Galaxea fascicularis;Pacific;Phuket;Thailand
Symbiodinium sp.;Galaxea fascicularis;Pacific;Phuket;Thailand
Symbiodinium sp.;Galaxea fascicularis;Pacific;Phuket;Thailand
Symbiodinium sp.;Galaxea fascicularis;Pacific;Phuket;Thailand
Symbiodinium sp.;Galaxea fascicularis;Pacific;Phuket;Thailand
Symbiodinium sp.;Galaxea fascicularis;Pacific;Phuket;Thailand
Symbiodinium sp.;Galaxea sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Galaxea sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Galaxea sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Galaxea sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Gardineroseris planulata;Indian;Western Indian;Tanzania
Symbiodinium sp.;Gardineroseris planulata;Pacific;Phuket;Thailand
Symbiodinium sp.;Gardineroseris planulata;Pacific;Phuket;Thailand
Symbiodinium sp.;Gardineroseris planulata;Pacific;Phuket;Thailand
Symbiodinium sp.;Gardineroseris planulata;Indian;Western Indian;Tanzania
Symbiodinium sp.;Gardineroseris planulata;Pacific;Phuket;Thailand
Symbiodinium sp.;Gardineroseris planulata;Pacific;Phuket;Thailand
Symbiodinium sp.;Gardineroseris planulata;Pacific;Phuket;Thailand
Symbiodinium sp.;Gardineroseris planulata;Indian;Western Indian;Tanzania
Symbiodinium sp.;Gardineroseris planulata;Pacific;Phuket;Thailand
Symbiodinium sp.;Gardineroseris planulata;Indian;Western Indian;Tanzania
Symbiodinium sp.;Gardineroseris planulata;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea aspera;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea aspera;Indian;Western Indian;Tanzania
Symbiodinium sp.;Goniastrea aspera;Indian;Western Indian;Tanzania
Symbiodinium sp.;Goniastrea aspera;Indian;Western Indian;Tanzania
Symbiodinium sp.;Goniastrea aspera;Indian;Western Indian;Tanzania
Symbiodinium sp.;Goniastrea aspera;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea aspera;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea columella;Indian;Western Indian;Tanzania
Symbiodinium sp.;Goniastrea columella;Indian;Western Indian;Tanzania
Symbiodinium sp.;Goniastrea edwardsi;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea edwardsi;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea edwardsi;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea edwardsi;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea favulus;Indian;Western Indian;Tanzania
Symbiodinium sp.;Goniastrea favulus;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea favulus;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea favulus;Indian;Western Indian;Tanzania
Symbiodinium sp.;Goniastrea favulus;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea favulus;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea favulus;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea pectinata;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea pectinata;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea pectinata;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea pectinata;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea pectinata;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea pectinata;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea pectinata;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea pectinata;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea pectinata;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea pectinata;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea peresi;Indian;Western Indian;Tanzania
Symbiodinium sp.;Goniastrea peresi;Indian;Western Indian;Tanzania
Symbiodinium sp.;Goniastrea peresi;Indian;Western Indian;Tanzania
Symbiodinium sp.;Goniastrea retiformis;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea retiformis;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea retiformis;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea retiformis;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea retiformis;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea retiformis;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea retiformis;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea retiformis;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea retiformis;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniastrea sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Goniopora columna;Indian;Western Indian;Tanzania
Symbiodinium sp.;Goniopora columna;Indian;Western Indian;Tanzania
Symbiodinium sp.;Goniopora columna;Indian;Western Indian;Tanzania
Symbiodinium sp.;Goniopora columna;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniopora columna;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniopora djiboutiensis;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniopora djiboutiensis;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniopora fruticosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniopora fruticosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniopora fruticosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniopora fruticosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniopora fruticosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniopora fruticosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniopora fruticosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniopora sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Goniopora sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniopora sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Goniopora sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Goniopora sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Goniopora sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Goniopora sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniopora sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Goniopora sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniopora sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Goniopora sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Gorgonia sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Gorgonia sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Gorgonia sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Heliofungia sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Heliofungia sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Heliopora coerulea;Pacific;Phuket;Thailand
Symbiodinium sp.;Heliopora coerulea;Pacific;Phuket;Thailand
Symbiodinium sp.;Heliopora coerulea;Pacific;Phuket;Thailand
Symbiodinium sp.;Heliopora coerulea;Pacific;Phuket;Thailand
Symbiodinium sp.;Heliopora coerulea;Pacific;Phuket;Thailand
Symbiodinium sp.;Heliopora coerulea;Pacific;Phuket;Thailand
Symbiodinium sp.;Heliopora coerulea;Pacific;Phuket;Thailand
Symbiodinium sp.;Heliopora coerulea;Pacific;Phuket;Thailand
Symbiodinium sp.;Heliopora coerulea;Pacific;Phuket;Thailand
Symbiodinium sp.;Heliopora coerulea;Pacific;Phuket;Thailand
Symbiodinium sp.;Heliopora coerulea;Pacific;Phuket;Thailand
Symbiodinium sp.;Heliopora coerulea;Pacific;Phuket;Thailand
Symbiodinium sp.;Heliopora coerulea;Pacific;Phuket;Thailand
Symbiodinium sp.;Heliopora coerulea;Pacific;Phuket;Thailand
Symbiodinium sp.;Heliopora coerulea;Pacific;Phuket;Thailand
Symbiodinium sp.;Heliopora coerulea;Pacific;Phuket;Thailand
Symbiodinium sp.;Heliopora coerulea;Pacific;Phuket;Thailand
Symbiodinium sp.;Heteractis aurora;Indian;Western Indian;Tanzania
Symbiodinium sp.;Heteractis crispa;Indian;Western Indian;Tanzania
Symbiodinium sp.;Heteractis crispa;Indian;Western Indian;Tanzania
Symbiodinium sp.;Heteractis crispa;Indian;Western Indian;Tanzania
Symbiodinium sp.;Heteractis crispa;Indian;Western Indian;Tanzania
Symbiodinium sp.;Heteractis magnifica;Indian;Western Indian;Tanzania
Symbiodinium sp.;Heteractis magnifica;Indian;Western Indian;Tanzania
Symbiodinium sp.;Heteractis magnifica;Indian;Western Indian;Tanzania
Symbiodinium sp.;Heteractis magnifica;Indian;Western Indian;Tanzania
Symbiodinium sp.;Heteractis magnifica;Pacific;Phuket;Thailand
Symbiodinium sp.;Heteractis sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora exesa;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora exesa;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora exesa;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora exesa;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora exesa;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora exesa;Indian;Western Indian;Tanzania
Symbiodinium sp.;Hydnophora exesa;Indian;Western Indian;Tanzania
Symbiodinium sp.;Hydnophora exesa;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora exesa;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora exesa;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora exesa;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora exesa;Indian;Western Indian;Tanzania
Symbiodinium sp.;Hydnophora exesa;Indian;Western Indian;Tanzania
Symbiodinium sp.;Hydnophora microconos;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora microconos;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora microconos;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora microconos;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora microconos;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora microconos;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora microconos;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora microconos;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora microconos;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora microconos;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora rigida;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora rigida;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora rigida;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora rigida;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora rigida;Pacific;Phuket;Thailand
Symbiodinium sp.;Hydnophora rigida;Pacific;Phuket;Thailand
Symbiodinium sp.;Lemnalia sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Lemnalia sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Lemnalia sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Lemnalia sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Lemnalia sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Leptastrea pruinosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptastrea pruinosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptastrea pruinosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptastrea pruinosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptastrea pruinosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptastrea pruinosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptastrea pruinosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptastrea pruinosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptastrea purpurea;Indian;Western Indian;Tanzania
Symbiodinium sp.;Leptastrea purpurea;Indian;Western Indian;Tanzania
Symbiodinium sp.;Leptastrea purpurea;Indian;Western Indian;Tanzania
Symbiodinium sp.;Leptastrea sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptastrea sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptastrea sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptastrea sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptoria phrygia;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptoria phrygia;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptoria phrygia;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptoria phrygia;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptoria phrygia;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptoseris mycetoseroides;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptoseris mycetoseroides;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptoseris mycetoseroides;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptoseris mycetoseroides;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptoseris mycetoseroides;Indian;Western Indian;Tanzania
Symbiodinium sp.;Leptoseris mycetoseroides;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptoseris mycetoseroides;Indian;Western Indian;Tanzania
Symbiodinium sp.;Leptoseris mycetoseroides;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptoseris mycetoseroides;Pacific;Phuket;Thailand
Symbiodinium sp.;Leptoseris mycetoseroides;Pacific;Phuket;Thailand
Symbiodinium sp.;Lithophyllon undulatum;Pacific;Phuket;Thailand
Symbiodinium sp.;Lithophyllon undulatum;Pacific;Phuket;Thailand
Symbiodinium sp.;Lobophyllia hemprichii;Indian;Western Indian;Tanzania
Symbiodinium sp.;Lobophyllia hemprichii;Indian;Western Indian;Tanzania
Symbiodinium sp.;Lobophyllia hemprichii;Pacific;Phuket;Thailand
Symbiodinium sp.;Lobophyllia hemprichii;Pacific;Phuket;Thailand
Symbiodinium sp.;Lobophyllia hemprichii;Indian;Western Indian;Tanzania
Symbiodinium sp.;Lobophyllia hemprichii;Indian;Western Indian;Tanzania
Symbiodinium sp.;Lobophyllia hemprichii;Pacific;Phuket;Thailand
Symbiodinium sp.;Lobophyllia hemprichii;Pacific;Phuket;Thailand
Symbiodinium sp.;Lobophyllia hemprichii;Pacific;Phuket;Thailand
Symbiodinium sp.;Lobophyllia hemprichii;Pacific;Phuket;Thailand
Symbiodinium sp.;Lobophyllia hemprichii;Pacific;Phuket;Thailand
Symbiodinium sp.;Lobophyllia hemprichii;Pacific;Phuket;Thailand
Symbiodinium sp.;Lobophyllia hemprichii;Pacific;Phuket;Thailand
Symbiodinium sp.;Lobophyllia hemprichii;Pacific;Phuket;Thailand
Symbiodinium sp.;Lobophyllia sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Lobophyllia sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Lobophyllia sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Lobophyllia sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Lobophytum sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Lobophytum sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Lobophytum sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Lobophytum sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Lobophytum sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Merulina ampliata;Indian;Western Indian;Tanzania
Symbiodinium sp.;Merulina ampliata;Pacific;Phuket;Thailand
Symbiodinium sp.;Merulina ampliata;Pacific;Phuket;Thailand
Symbiodinium sp.;Merulina ampliata;Pacific;Phuket;Thailand
Symbiodinium sp.;Merulina ampliata;Pacific;Phuket;Thailand
Symbiodinium sp.;Merulina ampliata;Pacific;Phuket;Thailand
Symbiodinium sp.;Merulina ampliata;Pacific;Phuket;Thailand
Symbiodinium sp.;Merulina ampliata;Pacific;Phuket;Thailand
Symbiodinium sp.;Merulina ampliata;Pacific;Phuket;Thailand
Symbiodinium sp.;Merulina ampliata;Indian;Western Indian;Tanzania
Symbiodinium sp.;Merulina ampliata;Pacific;Phuket;Thailand
Symbiodinium sp.;Merulina ampliata;Pacific;Phuket;Thailand
Symbiodinium sp.;Merulina scabricula;Pacific;Phuket;Thailand
Symbiodinium sp.;Merulina scabricula;Pacific;Phuket;Thailand
Symbiodinium sp.;Merulina scabricula;Pacific;Phuket;Thailand
Symbiodinium sp.;Merulina scabricula;Pacific;Phuket;Thailand
Symbiodinium sp.;Merulina scabricula;Pacific;Phuket;Thailand
Symbiodinium sp.;Merulina scabricula;Pacific;Phuket;Thailand
Symbiodinium sp.;Merulina scabricula;Pacific;Phuket;Thailand
Symbiodinium sp.;Merulina scabricula;Pacific;Phuket;Thailand
Symbiodinium sp.;Millepora platyphylla;Indian;Western Indian;Tanzania
Symbiodinium sp.;Millepora platyphylla;Pacific;Phuket;Thailand
Symbiodinium sp.;Millepora platyphylla;Pacific;Phuket;Thailand
Symbiodinium sp.;Millepora platyphylla;Pacific;Phuket;Thailand
Symbiodinium sp.;Millepora platyphylla;Pacific;Phuket;Thailand
Symbiodinium sp.;Millepora platyphylla;Pacific;Phuket;Thailand
Symbiodinium sp.;Millepora platyphylla;Indian;Western Indian;Tanzania
Symbiodinium sp.;Millepora platyphylla;Pacific;Phuket;Thailand
Symbiodinium sp.;Millepora platyphylla;Pacific;Phuket;Thailand
Symbiodinium sp.;Millepora sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Millepora sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Millepora sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Millepora sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Millepora sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Millepora sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Millepora sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Millepora sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Millepora sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Millepora sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Millepora sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Millepora sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Millepora sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Millepora tenella;Pacific;Phuket;Thailand
Symbiodinium sp.;Millepora tenella;Pacific;Phuket;Thailand
Symbiodinium sp.;Montastraea curta;Pacific;Phuket;Thailand
Symbiodinium sp.;Montastraea curta;Pacific;Phuket;Thailand
Symbiodinium sp.;Montastraea curta;Pacific;Phuket;Thailand
Symbiodinium sp.;Montastraea curta;Pacific;Phuket;Thailand
Symbiodinium sp.;Montastraea curta;Pacific;Phuket;Thailand
Symbiodinium sp.;Montastraea curta;Pacific;Phuket;Thailand
Symbiodinium sp.;Montastraea curta;Pacific;Phuket;Thailand
Symbiodinium sp.;Montastraea magonistercasa;Indian;Western Indian;Tanzania
Symbiodinium sp.;Montastraea magonistercasa;Indian;Western Indian;Tanzania
Symbiodinium sp.;Montastraea valenciennesi;Pacific;Phuket;Thailand
Symbiodinium sp.;Montastraea valenciennesi;Pacific;Phuket;Thailand
Symbiodinium sp.;Montastraea valenciennesi;Pacific;Phuket;Thailand
Symbiodinium sp.;Montastraea valenciennesi;Pacific;Phuket;Thailand
Symbiodinium sp.;Montastraea valenciennesi;Pacific;Phuket;Thailand
Symbiodinium sp.;Montastraea valenciennesi;Pacific;Phuket;Thailand
Symbiodinium sp.;Montastraea valenciennesi;Pacific;Phuket;Thailand
Symbiodinium sp.;Montastraea valenciennesi;Pacific;Phuket;Thailand
Symbiodinium sp.;Montastraea valenciennesi;Pacific;Phuket;Thailand
Symbiodinium sp.;Montastraea valenciennesi;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora aequituberculata;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora aequituberculata;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora angulata;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora angulata;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora angulata;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora caliculata;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora caliculata;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora caliculata;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora digitata;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora digitata;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora digitata;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora digitata;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora efflorescens;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora efflorescens;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora efflorescens;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora hispida;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora hispida;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora hispida;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora hispida;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora hispida;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora mollis;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora monasteriata;Indian;Western Indian;Tanzania
Symbiodinium sp.;Montipora peltiformis;Indian;Western Indian;Tanzania
Symbiodinium sp.;Montipora sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Montipora sp.;Indian;Western Indian;Tanzania
Symbiodinium sp.;Montipora sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora sp.;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora tuberculosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora tuberculosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora tuberculosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora tuberculosa;Indian;Western Indian;Tanzania
Symbiodinium sp.;Montipora tuberculosa;Indian;Western Indian;Tanzania
Symbiodinium sp.;Montipora tuberculosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Montipora undata;Indian;Western Indian;Tanzania
Symbiodinium sp.;Montipora undata;Indian;Western Indian;Tanzania
Symbiodinium sp.;Montipora verrucosa;Pacific;Phuket;Thailand
Symbiodinium sp.;Mycedium alcicornis;Pacific;Phuket;Thailand
Symbiodinium sp.;Mycedium alcicornis;Pacific;Phuket;Thailand
Symbiodinium sp.;Mycedium alcicornis;Pacific;Phuket;Thailand
Symbiodinium sp.;Mycedium alcicornis;Pacific;Phuket;Thailand
Symbiodinium sp.;Mycedium elephantotus;Indian;Western Indian;Tanzania
