Symbiont accepted name;Host accepted name;Ocean origin;Region origin;Country origin
Symbiodinium linucheae;Porites astreoides;Caribbean;Exuma Islands;Bahamas
Symbiodinium linucheae;Porites furcata;Caribbean;Quintana Roo;Mexico
Symbiodinium linucheae;Stichodactyla helianthus;Caribbean;Quintana Roo;Mexico
Symbiodinium linucheae;Zoanthus sociatus;Caribbean;Quintana Roo;Mexico
Symbiodinium microadriaticum;Cassiopea xamachana;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Actinoporus elegans;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Cladocora arbuscula;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Dendrogyra cylindrus;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Dichocoenia stokesi;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Diploria clivosa;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Diploria labyrinthiformis;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Diploria strigosa;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Eunicea ciavigera;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Eunicea laciniata;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Eunicea mammosa;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Eunicea mammosa;Caribbean;Exuma Islands;Bahamas
Symbiodinium pulchrorum;Eunicea tourneforti;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Eusmilia fastigiata;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Eusmilia fastigiata;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Eusmilia fastigiata;Caribbean;Exuma Islands;Bahamas
Symbiodinium pulchrorum;Favia fragum;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Gorgonia flabellum;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Gorgonia mariae;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Gorgonia mariae;Caribbean;Exuma Islands;Bahamas
Symbiodinium pulchrorum;Madracis formosa;Caribbean;Exuma Islands;Bahamas
Symbiodinium pulchrorum;Manicina areolata;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Meandrina meandrites;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Millepora alcicornis;Caribbean;Exuma Islands;Bahamas
Symbiodinium pulchrorum;Millepora complanata;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Montastraea annularis;Caribbean;Exuma Islands;Bahamas
Symbiodinium pulchrorum;Montastraea annularis;Caribbean;Exuma Islands;Bahamas
Symbiodinium pulchrorum;Montastraea faveolata;Caribbean;Exuma Islands;Bahamas
Symbiodinium pulchrorum;Muricea muricata;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Plexaura flexuosa;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Plexaura homomalla;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Plexaura homomalla;Caribbean;Exuma Islands;Bahamas
Symbiodinium pulchrorum;Plexaurella nutans;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Plexaurella nutans;Caribbean;Exuma Islands;Bahamas
Symbiodinium pulchrorum;Porites astreoides;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Porites furcata;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Pseudoplexaura flagellosa;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Pseudoplexaura wagenaari;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Pseudopterogorgia americana;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Pseudopterogorgia americana;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Pseudopterogorgia kallos;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Pseudopterogorgia rigida;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Pterogorgia anceps;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Strombus gigas;Caribbean;Quintana Roo;Mexico
Symbiodinium pulchrorum;Zoanthus sociatus;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Acropora cervicornis;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Acropora cervicornis;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Acropora palmata;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Acropora palmata;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Acropora sp.;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Agaricia agaricites;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Agaricia agaricites;;;
Symbiodinium sp.;Agaricia agaricites;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Agaricia agaricites;;;
Symbiodinium sp.;Agaricia agaricites f. agaricites;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Agaricia agaricites f. agaricites;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Agaricia agaricites f. danai;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Agaricia agaricites f. danai;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Agaricia fragilis;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Agaricia fragilis;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Agaricia humilis;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Agaricia humilis;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Agaricia humilis;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Agaricia humilis;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Agaricia humilis;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Agaricia tenuifolia;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Agaricia tenuifolia;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Bartholomea annulata;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Cassiopea xamachana;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Cassiopea xamachana;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Colpophyllia natans;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Colpophyllia natans;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Colpophyllia natans;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Colpophyllia natans;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Condylactis gigantea;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Condylactis gigantea;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Condylactis gigantea;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Diploria strigosa;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Discosoma carlgreni;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Discosoma sanctithomae;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Erythropodium caribaeorum;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Eunicea ciavigera;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Eunicea mammosa;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Eunicea tourneforti;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Eusmilia fastigiata;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Favia fragum;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Isophyllastrea rigida;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Lebrunia danae;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Lebrunia danae;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Leptoseris cucullata;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Linuche unguiculata;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Madracis decactis;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Madracis decactis;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Manicina areolata;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Millepora alcicornis;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Millepora alcicornis;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Montastraea annularis;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Montastraea annularis;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Montastraea annularis;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Montastraea cavernosa;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Montastraea cavernosa;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Montastraea cavernosa;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Montastraea cavernosa;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Montastraea cavernosa;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Montastraea faveolata;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Montastraea faveolata;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Montastraea faveolata;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Montastraea faveolata;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Montastraea faveolata;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Montastraea sp.;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Mycetophyllia sp.;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Mycetophyllia sp.;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Palythoa caribaeorum;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Palythoa grandis;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Plexaura flexuosa;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Plexaura flexuosa;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Plexaura homomalla;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Plexaura homomalla;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Plexaurella nutans;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Porites astreoides;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Porites astreoides;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Porites astreoides;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Porites colonensis;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Porites colonensis;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Porites divaricata;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Porites divaricata;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Porites furcata;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Porites porites;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Rhodactis lucida;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Scolymia sp.;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Scolymia sp.;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Siderastrea radians;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Siderastrea radians;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Siderastrea radians;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Siderastrea radians;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Siderastrea siderea;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Stephanocoenia intersepta;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Stephanocoenia intersepta;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Stichodactyla helianthus;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Strombus gigas;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Strombus gigas;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Viatrix (Bunodeopsis) antilliensis;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Zoanthus sociatus;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Zoanthus sociatus;Caribbean;Exuma Islands;Bahamas
Symbiodinium sp.;Zoanthus sociatus;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Zoanthus sp.;Caribbean;Quintana Roo;Mexico
Symbiodinium sp.;Acrhelia sp.;Pacific;Western Pacific;
Symbiodinium sp.;Acropora florida;Pacific;Western Pacific;
Symbiodinium sp.;Acropora sp.;Caribbean;Eastern Caribbean;
Symbiodinium sp.;Acropora sp.;Caribbean;Eastern Caribbean;
Symbiodinium sp.;Agaricia sp.;Caribbean;Western Caribbean;
Symbiodinium sp.;Alveopora sp.;Pacific;Western Pacific;
Symbiodinium sp.;Barabattoia sp.;;;
Symbiodinium sp.;Barabattoia sp.;;;
Symbiodinium sp.;Coeloseris sp.;Indian;Western Indian;
Symbiodinium sp.;Colpophyllia sp.;Caribbean;Central Caribbean;
Symbiodinium sp.;Colpophyllia sp.;Caribbean;Central Caribbean;
Symbiodinium sp.;Cyphastrea sp.;Pacific;Central Pacific;
Symbiodinium sp.;Cyphastrea sp.;Pacific;Central Pacific;
Symbiodinium sp.;Diploastrea sp.;Red Sea;;
Symbiodinium sp.;Diploastrea sp.;Pacific;Western Pacific;
Symbiodinium sp.;Diploria sp.;Caribbean;Western Caribbean;
Symbiodinium sp.;Diploria sp.;Caribbean;Central Caribbean;
Symbiodinium sp.;Diploria sp.;Caribbean;Western Caribbean;
Symbiodinium sp.;Diploria sp.;Caribbean;Central Caribbean;
Symbiodinium sp.;Diploria sp.;Caribbean;Northern Caribbean;
Symbiodinium sp.;Favia fragum;Caribbean;Central Caribbean;
Symbiodinium sp.;Favia fragum;Caribbean;Central Caribbean;
Symbiodinium sp.;Fungia sp.;Pacific;Central Pacific;
Symbiodinium sp.;Fungia sp.;Pacific;Central Pacific;
Symbiodinium sp.;Goniastrea sp.;Indian;Western Indian;
Symbiodinium sp.;Gorgonia sp.;Caribbean;;
Symbiodinium sp.;Heteroxenia sp.;Pacific;Western Pacific;
Symbiodinium sp.;Heteroxenia sp.;Pacific;Western Pacific;
Symbiodinium sp.;Hicksonella sp.;;;
Symbiodinium sp.;Hicksonella sp.;;;
Symbiodinium sp.;Isophyllastrea rigida;Caribbean;Central Caribbean;
Symbiodinium sp.;Isophyllia sinuosa;Caribbean;Central Caribbean;
Symbiodinium sp.;Leptastrea sp.;Pacific;Central Pacific;
Symbiodinium sp.;Leptastrea sp.;Pacific;Central Pacific;
Symbiodinium sp.;Lobophyllia sp.;Pacific;Western Pacific;
Symbiodinium sp.;Lobophytum sp.;Pacific;Western Pacific;
Symbiodinium sp.;Lobophytum sp.;Pacific;Western Pacific;
Symbiodinium sp.;Lobophytum sp.;Pacific;Western Pacific;
Symbiodinium sp.;Manicina sp.;Caribbean;Western Caribbean;
Symbiodinium sp.;Millepora sp.;Pacific;Western Pacific;
Symbiodinium sp.;Millepora sp.;Pacific;Western Pacific;
Symbiodinium sp.;Millepora sp.;Pacific;Western Pacific;
Symbiodinium sp.;Millepora sp.;Pacific;Western Pacific;
Symbiodinium sp.;Montastraea sp.;Caribbean;Western Caribbean;
Symbiodinium sp.;Montastraea sp.;Caribbean;Western Caribbean;
Symbiodinium sp.;Montastraea sp.;Caribbean;Western Caribbean;
Symbiodinium sp.;Montastraea sp.;Caribbean;Western Caribbean;
Symbiodinium sp.;Montipora digitata;Pacific;Western Pacific;
Symbiodinium sp.;Montipora sp.;Pacific;Western Pacific;
Symbiodinium sp.;Montipora sp.;Pacific;Western Pacific;
Symbiodinium sp.;Mussa sp.;Caribbean;Western Caribbean;
Symbiodinium sp.;Mussa sp.;Caribbean;Eastern Caribbean;
Symbiodinium sp.;Mycetophyllia sp.;Caribbean;Western Caribbean;
Symbiodinium sp.;Mycetophyllia sp.;Caribbean;Eastern Caribbean;
Symbiodinium sp.;Mycetophyllia sp.;Caribbean;Eastern Caribbean;
Symbiodinium sp.;Mycetophyllia sp.;Caribbean;Western Caribbean;
Symbiodinium sp.;Mycetophyllia sp.;Caribbean;Northern Caribbean;
Symbiodinium sp.;Platygyra sp.;Red Sea;;
Symbiodinium sp.;Plesiastrea sp.;Red Sea;;
Symbiodinium sp.;Pocillopora damicornis;Pacific;Western Pacific;
Symbiodinium sp.;Pocillopora damicornis;Pacific;Western Pacific;
Symbiodinium sp.;Pocillopora sp.;Indian;Western Indian;
Symbiodinium sp.;Pocillopora sp.;Pacific;Eastern Pacific;
Symbiodinium sp.;Pocillopora sp.;Pacific;Eastern Pacific;
Symbiodinium sp.;Pocillopora sp.;Indian;Western Indian;
Symbiodinium sp.;Pocillopora sp.;Pacific;Western Pacific;
Symbiodinium sp.;Pocillopora sp.;Pacific;Eastern Pacific;
Symbiodinium sp.;Pocillopora sp.;Pacific;Western Pacific;
Symbiodinium sp.;Pocillopora sp.;Pacific;Western Pacific;
Symbiodinium sp.;Pocillopora sp.;Pacific;Eastern Pacific;
Symbiodinium sp.;Pocillopora sp.;Pacific;Western Pacific;
Symbiodinium sp.;Porites astreoides;Caribbean;Western Caribbean;
Symbiodinium sp.;Porites astreoides;Caribbean;Western Caribbean;
Symbiodinium sp.;Porites astreoides;Caribbean;Eastern Caribbean;
Symbiodinium sp.;Porites astreoides;Caribbean;Eastern Caribbean;
Symbiodinium sp.;Porites astreoides;Caribbean;Western Caribbean;
Symbiodinium sp.;Porites astreoides;Caribbean;Eastern Caribbean;
Symbiodinium sp.;Porites astreoides;Caribbean;Western Caribbean;
Symbiodinium sp.;Porites astreoides;Caribbean;Eastern Caribbean;
Symbiodinium sp.;Porites divaricata;Caribbean;Northern Caribbean;
Symbiodinium sp.;Porites divaricata;Caribbean;Northern Caribbean;
Symbiodinium sp.;Porites panamensis;Pacific;Eastern Pacific;
Symbiodinium sp.;Porites panamensis;Pacific;Eastern Pacific;
Symbiodinium sp.;Porites panamensis;Pacific;Eastern Pacific;
Symbiodinium sp.;Porites panamensis;Pacific;Eastern Pacific;
Symbiodinium sp.;Porites porites;Caribbean;Central Caribbean;
Symbiodinium sp.;Porites porites;Caribbean;Central Caribbean;
Symbiodinium sp.;Porites porites;Caribbean;Western Caribbean;
Symbiodinium sp.;Porites sp.;Caribbean;Eastern Caribbean;
Symbiodinium sp.;Porites sp.;Caribbean;Eastern Caribbean;
Symbiodinium sp.;Porites sp.;Caribbean;Eastern Caribbean;
Symbiodinium sp.;Porites sp.;Caribbean;Eastern Caribbean;
Symbiodinium sp.;Porites sp.;Pacific;Eastern Pacific;
Symbiodinium sp.;Porites sp.;Pacific;Central Pacific;
Symbiodinium sp.;Porites sp.;Pacific;Eastern Pacific;
Symbiodinium sp.;Porites sp.;Pacific;Central Pacific;
Symbiodinium sp.;Porites sp.;Pacific;Eastern Pacific;
Symbiodinium sp.;Porites sp.;Caribbean;Eastern Caribbean;
Symbiodinium sp.;Porites sp.;Pacific;Western Pacific;
Symbiodinium sp.;Protopalythoa sp.;Pacific;Eastern Pacific;
Symbiodinium sp.;Protopalythoa sp.;Pacific;Eastern Pacific;
Symbiodinium sp.;Psammocora sp.;Pacific;Eastern Pacific;
Symbiodinium sp.;Psammocora sp.;Pacific;Central Pacific;
Symbiodinium sp.;Psammocora sp.;Pacific;Eastern Pacific;
Symbiodinium sp.;Psammocora sp.;Pacific;Central Pacific;
Symbiodinium sp.;Seriatopora sp.;Pacific;Western Pacific;
Symbiodinium sp.;Siderastrea sp.;Caribbean;;
Symbiodinium sp.;Siderastrea sp.;Caribbean;Central Caribbean;
Symbiodinium sp.;Siderastrea sp.;Caribbean;Western Caribbean;
Symbiodinium sp.;Siderastrea sp.;Caribbean;Eastern Caribbean;
Symbiodinium sp.;Siderastrea sp.;Caribbean;Western Caribbean;
Symbiodinium sp.;Siderastrea sp.;Caribbean;Eastern Caribbean;
Symbiodinium sp.;Sinularia sp.;Pacific;Western Pacific;
Symbiodinium sp.;Sinularia sp.;Pacific;Western Pacific;
Symbiodinium sp.;Sinularia sp.;Pacific;Western Pacific;
Symbiodinium sp.;Sinularia sp.;Pacific;Western Pacific;
Symbiodinium sp.;Stephanocoenia sp.;Caribbean;Western Caribbean;
Symbiodinium sp.;Stephanocoenia sp.;Caribbean;Central Caribbean;
Symbiodinium sp.;Stephanocoenia sp.;Caribbean;Central Caribbean;
Symbiodinium sp.;Stephanocoenia sp.;Caribbean;;
Symbiodinium sp.;Stichodactyla sp.;Pacific;Western Pacific;
Symbiodinium sp.;Stylophora sp.;Pacific;Western Pacific;
Symbiodinium sp.;Stylophora sp.;Red Sea;;
Symbiodinium sp.;Stylophora sp.;Pacific;Western Pacific;
Symbiodinium sp.;Stylophora sp.;Pacific;Western Pacific;
Symbiodinium sp.;Stylophora sp.;Pacific;Western Pacific;
Symbiodinium sp.;Stylophora sp.;Pacific;Western Pacific;
Symbiodinium sp.;Turbinaria sp.;Red Sea;;
Symbiodinium sp.;Unknown species #2;Red Sea;;
Symbiodinium sp.;Unknown species #3;Red Sea;;
Symbiodinium sp.;Unknown species #4;Pacific;Western Pacific;
Symbiodinium sp.;Xenia sp.;Pacific;Western Pacific;
Symbiodinium sp.;Xenia sp.;Pacific;Western Pacific;
Symbiodinium sp.;Zoanthus sp.;Pacific;Western Pacific;
Symbiodinium sp.;Acanthastrea echinata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Acanthastrea echinata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Acropora abrolhosensis;Pacific;Okinawa;Japan
Symbiodinium sp.;Acropora aculeus;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Acropora aculeus;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Acropora aculeus;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Acropora aspera;Pacific;Okinawa;Japan
Symbiodinium sp.;Acropora cerealis;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Acropora cerealis;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Acropora cerealis;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Acropora cerealis;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Acropora cerealis;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Acropora cerealis;Pacific;Okinawa;Japan
Symbiodinium sp.;Acropora cerealis;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Acropora copiosa;Pacific;Okinawa;Japan
Symbiodinium sp.;Acropora cytherea;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Acropora digitifera;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Acropora digitifera;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Acropora digitifera;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Acropora digitifera;Pacific;Okinawa;Japan
Symbiodinium sp.;Acropora digitifera;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Acropora divaricata;Pacific;Okinawa;Japan
Symbiodinium sp.;Acropora divaricata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Acropora divaricata;Pacific;Okinawa;Japan
Symbiodinium sp.;Acropora divaricata;Pacific;Great Barrier Reef;Australia
Symbiodinium sp.;Acropora donei;Pacific;Okinawa;Japan
Symbiodinium sp.;Acropora donei;Pacific;Okinawa;Japan
Symbiodinium sp.;Acropora exquisita;Pacific;Okinawa;Japan
